artist,style,genre,title,text
pyotr-konchalovsky,Realism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: nude_painting. Artist: pyotr-konchalovsky.
salvador-dali,Realism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: cityscape. Artist: salvador-dali.
pablo-picasso,Cubism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: cityscape. Artist: pablo-picasso.
martiros-saryan,Naive_Art_Primitivism,still_life,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: still_life. Artist: martiros-saryan.
salvador-dali,Post_Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: cityscape. Artist: salvador-dali.
eugene-boudin,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: eugene-boudin.
salvador-dali,Symbolism,illustration,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: illustration. Artist: salvador-dali.
pablo-picasso,Realism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: sketch_and_study. Artist: pablo-picasso.
camille-pissarro,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: camille-pissarro.
pablo-picasso,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: pablo-picasso.
eugene-boudin,Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: still_life. Artist: eugene-boudin.
salvador-dali,Pointillism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: cityscape. Artist: salvador-dali.
salvador-dali,Post_Impressionism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: sketch_and_study. Artist: salvador-dali.
pablo-picasso,Analytical_Cubism,landscape,Untitled,Artwork titled 'Untitled'. Style: Analytical_Cubism. Genre: landscape. Artist: pablo-picasso.
pierre-auguste-renoir,Realism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: nude_painting. Artist: pierre-auguste-renoir.
pyotr-konchalovsky,Fauvism,still_life,Untitled,Artwork titled 'Untitled'. Style: Fauvism. Genre: still_life. Artist: pyotr-konchalovsky.
paul-cezanne,Post_Impressionism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: religious_painting. Artist: paul-cezanne.
marc-chagall,Expressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: cityscape. Artist: marc-chagall.
paul-cezanne,Cubism,portrait,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: portrait. Artist: paul-cezanne.
salvador-dali,Pointillism,portrait,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: portrait. Artist: salvador-dali.
marc-chagall,Expressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: nude_painting. Artist: marc-chagall.
pablo-picasso,Art_Nouveau,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: nude_painting. Artist: pablo-picasso.
eugene-boudin,Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: portrait. Artist: eugene-boudin.
marc-chagall,Expressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: still_life. Artist: marc-chagall.
raphael-kirchner,Art_Nouveau,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: sketch_and_study. Artist: raphael-kirchner.
salvador-dali,Pointillism,landscape,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: landscape. Artist: salvador-dali.
pablo-picasso,Pointillism,portrait,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: portrait. Artist: pablo-picasso.
ivan-shishkin,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: ivan-shishkin.
pablo-picasso,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: pablo-picasso.
pyotr-konchalovsky,Expressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: nude_painting. Artist: pyotr-konchalovsky.
ilya-repin,Realism,still_life,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: still_life. Artist: ilya-repin.
salvador-dali,Cubism,portrait,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: portrait. Artist: salvador-dali.
rembrandt,Baroque,illustration,Untitled,Artwork titled 'Untitled'. Style: Baroque. Genre: illustration. Artist: rembrandt.
camille-pissarro,Pointillism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: sketch_and_study. Artist: camille-pissarro.
salvador-dali,Abstract_Expressionism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Abstract_Expressionism. Genre: sketch_and_study. Artist: salvador-dali.
pablo-picasso,Naive_Art_Primitivism,landscape,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: landscape. Artist: pablo-picasso.
john-singer-sargent,Impressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: nude_painting. Artist: john-singer-sargent.
gustave-dore,Romanticism,portrait,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: portrait. Artist: gustave-dore.
paul-cezanne,Impressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: nude_painting. Artist: paul-cezanne.
albrecht-durer,Northern_Renaissance,illustration,Untitled,Artwork titled 'Untitled'. Style: Northern_Renaissance. Genre: illustration. Artist: albrecht-durer.
salvador-dali,Abstract_Expressionism,illustration,Untitled,Artwork titled 'Untitled'. Style: Abstract_Expressionism. Genre: illustration. Artist: salvador-dali.
pierre-auguste-renoir,Realism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: cityscape. Artist: pierre-auguste-renoir.
pablo-picasso,Naive_Art_Primitivism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: sketch_and_study. Artist: pablo-picasso.
ilya-repin,Impressionism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: religious_painting. Artist: ilya-repin.
salvador-dali,Pointillism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: nude_painting. Artist: salvador-dali.
salvador-dali,Naive_Art_Primitivism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: cityscape. Artist: salvador-dali.
salvador-dali,Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: still_life. Artist: salvador-dali.
martiros-saryan,Realism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: cityscape. Artist: martiros-saryan.
martiros-saryan,Expressionism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: religious_painting. Artist: martiros-saryan.
john-singer-sargent,Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: still_life. Artist: john-singer-sargent.
nicholas-roerich,Realism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: religious_painting. Artist: nicholas-roerich.
boris-kustodiev,Art_Nouveau,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: sketch_and_study. Artist: boris-kustodiev.
paul-cezanne,Cubism,still_life,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: still_life. Artist: paul-cezanne.
paul-cezanne,Romanticism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: religious_painting. Artist: paul-cezanne.
paul-cezanne,Romanticism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: sketch_and_study. Artist: paul-cezanne.
paul-cezanne,Impressionism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: religious_painting. Artist: paul-cezanne.
ilya-repin,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: ilya-repin.
edgar-degas,Realism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: sketch_and_study. Artist: edgar-degas.
pyotr-konchalovsky,Cubism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: genre_painting. Artist: pyotr-konchalovsky.
pyotr-konchalovsky,Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: portrait. Artist: pyotr-konchalovsky.
pablo-picasso,Pointillism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: genre_painting. Artist: pablo-picasso.
pablo-picasso,Symbolism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: religious_painting. Artist: pablo-picasso.
pablo-picasso,Post_Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: cityscape. Artist: pablo-picasso.
pablo-picasso,Symbolism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: cityscape. Artist: pablo-picasso.
pablo-picasso,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: pablo-picasso.
pablo-picasso,Symbolism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: nude_painting. Artist: pablo-picasso.
pablo-picasso,Naive_Art_Primitivism,illustration,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: illustration. Artist: pablo-picasso.
pablo-picasso,Expressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: landscape. Artist: pablo-picasso.
hieronymus-bosch,Northern_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Northern_Renaissance. Genre: religious_painting. Artist: hieronymus-bosch.
leonardo-da-vinci,Early_Renaissance,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Early_Renaissance. Genre: sketch_and_study. Artist: leonardo-da-vinci.
edouard-cortes,Post_Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: cityscape. Artist: edouard-cortes.
sam-francis,Abstract_Expressionism,abstract_painting,Untitled,Artwork titled 'Untitled'. Style: Abstract_Expressionism. Genre: abstract_painting. Artist: sam-francis.
juan-gris,Cubism,still_life,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: still_life. Artist: juan-gris.
lucas-cranach-the-elder,Northern_Renaissance,portrait,Untitled,Artwork titled 'Untitled'. Style: Northern_Renaissance. Genre: portrait. Artist: lucas-cranach-the-elder.
paul-gauguin,Post_Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: landscape. Artist: paul-gauguin.
konstantin-makovsky,Romanticism,portrait,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: portrait. Artist: konstantin-makovsky.
egon-schiele,Expressionism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: sketch_and_study. Artist: egon-schiele.
thomas-eakins,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: thomas-eakins.
gustave-moreau,Romanticism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: genre_painting. Artist: gustave-moreau.
francisco-goya,Romanticism,portrait,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: portrait. Artist: francisco-goya.
edvard-munch,Expressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: genre_painting. Artist: edvard-munch.
henri-matisse,Realism,still_life,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: still_life. Artist: henri-matisse.
fra-angelico,Early_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Early_Renaissance. Genre: religious_painting. Artist: fra-angelico.
maxime-maufra,Post_Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: landscape. Artist: maxime-maufra.
jan-matejko,Romanticism,portrait,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: portrait. Artist: jan-matejko.
egon-schiele,Expressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: portrait. Artist: egon-schiele.
mstislav-dobuzhinsky,Art_Nouveau,cityscape,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: cityscape. Artist: mstislav-dobuzhinsky.
alfred-sisley,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: alfred-sisley.
mary-cassatt,Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: portrait. Artist: mary-cassatt.
gustave-loiseau,Post_Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: landscape. Artist: gustave-loiseau.
fernando-botero,Naive_Art_Primitivism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: religious_painting. Artist: fernando-botero.
zinaida-serebriakova,Art_Nouveau,portrait,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: portrait. Artist: zinaida-serebriakova.
georges-seurat,Post_Impressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: genre_painting. Artist: georges-seurat.
isaac-levitan,Realism,landscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: landscape. Artist: isaac-levitan.
joaquã­n-sorolla,Impressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: genre_painting. Artist: joaquã­n-sorolla.
jacek-malczewski,Post_Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: portrait. Artist: jacek-malczewski.
thomas-eakins,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: thomas-eakins.
berthe-morisot,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: berthe-morisot.
paul-gauguin,Post_Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: portrait. Artist: paul-gauguin.
francisco-goya,Romanticism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: genre_painting. Artist: francisco-goya.
andy-warhol,Pop_Art,still_life,Untitled,Artwork titled 'Untitled'. Style: Pop_Art. Genre: still_life. Artist: andy-warhol.
arkhip-kuindzhi,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: arkhip-kuindzhi.
niko-pirosmani,Naive_Art_Primitivism,landscape,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: landscape. Artist: niko-pirosmani.
james-tissot,Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: portrait. Artist: james-tissot.
thomas-eakins,Realism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: sketch_and_study. Artist: thomas-eakins.
vasily-polenov,Realism,landscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: landscape. Artist: vasily-polenov.
james-tissot,Symbolism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: religious_painting. Artist: james-tissot.
valentin-serov,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: valentin-serov.
pietro-perugino,High_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: High_Renaissance. Genre: religious_painting. Artist: pietro-perugino.
pierre-bonnard,Post_Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: cityscape. Artist: pierre-bonnard.
ferdinand-hodler,Symbolism,landscape,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: landscape. Artist: ferdinand-hodler.
bartolome-esteban-murillo,Baroque,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Baroque. Genre: religious_painting. Artist: bartolome-esteban-murillo.
pierre-bonnard,Post_Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: landscape. Artist: pierre-bonnard.
giovanni-boldini,Impressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: genre_painting. Artist: giovanni-boldini.
henri-martin,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: henri-martin.
gustav-klimt,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: gustav-klimt.
juan-gris,Synthetic_Cubism,still_life,Untitled,Artwork titled 'Untitled'. Style: Synthetic_Cubism. Genre: still_life. Artist: juan-gris.
vasily-perov,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: vasily-perov.
alfred-sisley,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: alfred-sisley.
odilon-redon,Symbolism,portrait,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: portrait. Artist: odilon-redon.
tintoretto,Mannerism_Late_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Mannerism_Late_Renaissance. Genre: religious_painting. Artist: tintoretto.
gene-davis,Color_Field_Painting,abstract_painting,Untitled,Artwork titled 'Untitled'. Style: Color_Field_Painting. Genre: abstract_painting. Artist: gene-davis.
raphael,High_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: High_Renaissance. Genre: religious_painting. Artist: raphael.
john-henry-twachtman,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: john-henry-twachtman.
giovanni-boldini,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: giovanni-boldini.
henri-de-toulouse-lautrec,Post_Impressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: genre_painting. Artist: henri-de-toulouse-lautrec.
antoine-blanchard,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: antoine-blanchard.
david-burliuk,Post_Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: portrait. Artist: david-burliuk.
ferdinand-hodler,Art_Nouveau,portrait,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: portrait. Artist: ferdinand-hodler.
henri-de-toulouse-lautrec,Art_Nouveau,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: genre_painting. Artist: henri-de-toulouse-lautrec.
georges-seurat,Pointillism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Pointillism. Genre: cityscape. Artist: georges-seurat.
henri-matisse,Expressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: still_life. Artist: henri-matisse.
henri-de-toulouse-lautrec,Post_Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: portrait. Artist: henri-de-toulouse-lautrec.
camille-corot,Realism,landscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: landscape. Artist: camille-corot.
konstantin-korovin,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: konstantin-korovin.
joaquã­n-sorolla,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: joaquã­n-sorolla.
joaquã­n-sorolla,Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: portrait. Artist: joaquã­n-sorolla.
berthe-morisot,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: berthe-morisot.
ivan-bilibin,Art_Nouveau,illustration,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: illustration. Artist: ivan-bilibin.
andy-warhol,Pop_Art,portrait,Untitled,Artwork titled 'Untitled'. Style: Pop_Art. Genre: portrait. Artist: andy-warhol.
titian,High_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: High_Renaissance. Genre: religious_painting. Artist: titian.
isaac-levitan,Realism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: sketch_and_study. Artist: isaac-levitan.
pierre-bonnard,Post_Impressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: portrait. Artist: pierre-bonnard.
maurice-prendergast,Post_Impressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: nude_painting. Artist: maurice-prendergast.
camille-corot,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: camille-corot.
maurice-prendergast,Post_Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: still_life. Artist: maurice-prendergast.
edouard-manet,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: edouard-manet.
peter-paul-rubens,Baroque,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Baroque. Genre: sketch_and_study. Artist: peter-paul-rubens.
peter-paul-rubens,Baroque,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Baroque. Genre: religious_painting. Artist: peter-paul-rubens.
aubrey-beardsley,Art_Nouveau,illustration,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: illustration. Artist: aubrey-beardsley.
paolo-veronese,Mannerism_Late_Renaissance,portrait,Untitled,Artwork titled 'Untitled'. Style: Mannerism_Late_Renaissance. Genre: portrait. Artist: paolo-veronese.
paul-gauguin,Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: still_life. Artist: paul-gauguin.
paul-gauguin,Post_Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: still_life. Artist: paul-gauguin.
david-burliuk,Naive_Art_Primitivism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: genre_painting. Artist: david-burliuk.
zinaida-serebriakova,Expressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: portrait. Artist: zinaida-serebriakova.
andy-warhol,Pop_Art,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Pop_Art. Genre: religious_painting. Artist: andy-warhol.
paul-gauguin,Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: cityscape. Artist: paul-gauguin.
joshua-reynolds,Rococo,portrait,Untitled,Artwork titled 'Untitled'. Style: Rococo. Genre: portrait. Artist: joshua-reynolds.
kuzma-petrov-vodkin,Symbolism,still_life,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: still_life. Artist: kuzma-petrov-vodkin.
maurice-prendergast,Post_Impressionism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: cityscape. Artist: maurice-prendergast.
gustave-caillebotte,Impressionism,still_life,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: still_life. Artist: gustave-caillebotte.
lucian-freud,Expressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: nude_painting. Artist: lucian-freud.
michelangelo,High_Renaissance,nude_painting,Untitled,Artwork titled 'Untitled'. Style: High_Renaissance. Genre: nude_painting. Artist: michelangelo.
dante-gabriel-rossetti,Romanticism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: sketch_and_study. Artist: dante-gabriel-rossetti.
zinaida-serebriakova,Symbolism,portrait,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: portrait. Artist: zinaida-serebriakova.
paolo-veronese,Mannerism_Late_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Mannerism_Late_Renaissance. Genre: religious_painting. Artist: paolo-veronese.
maurice-prendergast,Naive_Art_Primitivism,landscape,Untitled,Artwork titled 'Untitled'. Style: Naive_Art_Primitivism. Genre: landscape. Artist: maurice-prendergast.
felix-vallotton,Art_Nouveau,portrait,Untitled,Artwork titled 'Untitled'. Style: Art_Nouveau. Genre: portrait. Artist: felix-vallotton.
gustave-caillebotte,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: gustave-caillebotte.
nikolay-bogdanov-belsky,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: nikolay-bogdanov-belsky.
georges-braque,Post_Impressionism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: sketch_and_study. Artist: georges-braque.
vasily-surikov,Realism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: cityscape. Artist: vasily-surikov.
lucian-freud,Expressionism,portrait,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: portrait. Artist: lucian-freud.
henri-matisse,Abstract_Expressionism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Abstract_Expressionism. Genre: sketch_and_study. Artist: henri-matisse.
gustave-moreau,Symbolism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: religious_painting. Artist: gustave-moreau.
james-tissot,Realism,religious_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: religious_painting. Artist: james-tissot.
maurice-prendergast,Post_Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Post_Impressionism. Genre: landscape. Artist: maurice-prendergast.
fernand-leger,Cubism,still_life,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: still_life. Artist: fernand-leger.
konstantin-somov,Symbolism,landscape,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: landscape. Artist: konstantin-somov.
katsushika-hokusai,Ukiyo_e,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Ukiyo_e. Genre: genre_painting. Artist: katsushika-hokusai.
mary-cassatt,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: mary-cassatt.
sir-lawrence-alma-tadema,Romanticism,portrait,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: portrait. Artist: sir-lawrence-alma-tadema.
egon-schiele,Expressionism,nude_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: nude_painting. Artist: egon-schiele.
ferdinand-hodler,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: ferdinand-hodler.
vasily-vereshchagin,Realism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: genre_painting. Artist: vasily-vereshchagin.
vasily-perov,Realism,portrait,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: portrait. Artist: vasily-perov.
ernst-ludwig-kirchner,Expressionism,genre_painting,Untitled,Artwork titled 'Untitled'. Style: Expressionism. Genre: genre_painting. Artist: ernst-ludwig-kirchner.
georges-seurat,Impressionism,landscape,Untitled,Artwork titled 'Untitled'. Style: Impressionism. Genre: landscape. Artist: georges-seurat.
michelangelo,High_Renaissance,religious_painting,Untitled,Artwork titled 'Untitled'. Style: High_Renaissance. Genre: religious_painting. Artist: michelangelo.
mikhail-vrubel,Symbolism,landscape,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: landscape. Artist: mikhail-vrubel.
camille-corot,Realism,cityscape,Untitled,Artwork titled 'Untitled'. Style: Realism. Genre: cityscape. Artist: camille-corot.
fernand-leger,Cubism,abstract_painting,Untitled,Artwork titled 'Untitled'. Style: Cubism. Genre: abstract_painting. Artist: fernand-leger.
orest-kiprensky,Romanticism,sketch_and_study,Untitled,Artwork titled 'Untitled'. Style: Romanticism. Genre: sketch_and_study. Artist: orest-kiprensky.
mikhail-vrubel,Symbolism,portrait,Untitled,Artwork titled 'Untitled'. Style: Symbolism. Genre: portrait. Artist: mikhail-vrubel.
